color,confidence,from,id,label,title,to,type
#555555,1.0,concepts/QualityStrategy,concepts/QualityStrategy->entities/HighDividendLowVol:EXTRACTED,,,entities/HighDividendLowVol,EXTRACTED
#555555,1.0,concepts/QuantitativeAnalysis,concepts/QuantitativeAnalysis->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,concepts/QuantitativeAnalysis,concepts/QuantitativeAnalysis->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,concepts/QuantitativeAnalysis,concepts/QuantitativeAnalysis->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,concepts/QuantitativeAnalysis,concepts/QuantitativeAnalysis->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,concepts/QuantitativeAnalysis,concepts/QuantitativeAnalysis->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,concepts/QuantPreScoring,concepts/QuantPreScoring->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,concepts/QuantPreScoring,concepts/QuantPreScoring->concepts/QuantitativeAnalysis:EXTRACTED,,,concepts/QuantitativeAnalysis,EXTRACTED
#555555,1.0,concepts/QuantPreScoring,concepts/QuantPreScoring->entities/QuantitativeAnalysis:EXTRACTED,,,entities/QuantitativeAnalysis,EXTRACTED
#555555,1.0,concepts/QuantPreScoring,concepts/QuantPreScoring->entities/MainForceAccumulation:EXTRACTED,,,entities/MainForceAccumulation,EXTRACTED
#555555,1.0,concepts/QuantPreScoring,concepts/QuantPreScoring->entities/ShortTermBreakout:EXTRACTED,,,entities/ShortTermBreakout,EXTRACTED
#555555,1.0,concepts/RBACModel,concepts/RBACModel->entities/用户与权限系统:EXTRACTED,,,entities/用户与权限系统,EXTRACTED
#555555,1.0,concepts/RBACModel,concepts/RBACModel->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,concepts/RBACModel,concepts/RBACModel->sources/subscription-payment-system:EXTRACTED,,,sources/subscription-payment-system,EXTRACTED
#555555,1.0,concepts/RiskManagement,concepts/RiskManagement->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,concepts/RiskManagement,concepts/RiskManagement->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,concepts/RiskManagement,concepts/RiskManagement->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,concepts/RiskManagement,concepts/RiskManagement->concepts/QuantPreScoring:EXTRACTED,,,concepts/QuantPreScoring,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->concepts/MoneyFlowStrategy:EXTRACTED,,,concepts/MoneyFlowStrategy,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->entities/MoneyFlowStrategy:EXTRACTED,,,entities/MoneyFlowStrategy,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,concepts/SectorRotation,concepts/SectorRotation->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,concepts/SelfImprovingAI,concepts/SelfImprovingAI->entities/HermesAgent:EXTRACTED,,,entities/HermesAgent,EXTRACTED
#555555,1.0,concepts/SelfImprovingAI,concepts/SelfImprovingAI->concepts/AIAlignment:EXTRACTED,,,concepts/AIAlignment,EXTRACTED
#555555,1.0,concepts/SelfImprovingAI,concepts/SelfImprovingAI->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,concepts/SelfImprovingAI,concepts/SelfImprovingAI->entities/NousResearch:EXTRACTED,,,entities/NousResearch,EXTRACTED
#555555,1.0,concepts/SentimentAnalysis,concepts/SentimentAnalysis->entities/新闻订阅系统:EXTRACTED,,,entities/新闻订阅系统,EXTRACTED
#555555,1.0,concepts/SentimentAnalysis,concepts/SentimentAnalysis->entities/Qwen:EXTRACTED,,,entities/Qwen,EXTRACTED
#555555,1.0,concepts/Slop,concepts/Slop->entities/SimonWillison:EXTRACTED,,,entities/SimonWillison,EXTRACTED
#555555,1.0,concepts/Slop,concepts/Slop->entities/Evaluation:EXTRACTED,,,entities/Evaluation,EXTRACTED
#555555,1.0,concepts/Slop,concepts/Slop->concepts/SyntheticData:EXTRACTED,,,concepts/SyntheticData,EXTRACTED
#555555,1.0,concepts/StateSpaceModels,concepts/StateSpaceModels->concepts/Transformer:EXTRACTED,,,concepts/Transformer,EXTRACTED
#555555,1.0,concepts/StateSpaceModels,concepts/StateSpaceModels->concepts/AttentionMechanism:EXTRACTED,,,concepts/AttentionMechanism,EXTRACTED
#555555,1.0,concepts/StateSpaceModels,concepts/StateSpaceModels->entities/LargeLanguageModels:EXTRACTED,,,entities/LargeLanguageModels,EXTRACTED
#555555,1.0,concepts/StatisticalArbitrage,concepts/StatisticalArbitrage->concepts/EventDriven:EXTRACTED,,,concepts/EventDriven,EXTRACTED
#555555,1.0,concepts/StatisticalArbitrage,concepts/StatisticalArbitrage->entities/EventDriven:EXTRACTED,,,entities/EventDriven,EXTRACTED
#555555,1.0,concepts/StatisticalArbitrage,concepts/StatisticalArbitrage->concepts/ConvertibleBondArbitrage:EXTRACTED,,,concepts/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,concepts/StatisticalArbitrage,concepts/StatisticalArbitrage->entities/ConvertibleBondArbitrage:EXTRACTED,,,entities/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,concepts/StatisticalArbitrage,concepts/StatisticalArbitrage->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,concepts/StockSelectionStrategy,concepts/StockSelectionStrategy->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,concepts/StockSelectionStrategy,concepts/StockSelectionStrategy->concepts/QuantPreScoring:EXTRACTED,,,concepts/QuantPreScoring,EXTRACTED
#555555,1.0,concepts/StockSelectionStrategy,concepts/StockSelectionStrategy->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,concepts/StockSelectionStrategy,concepts/StockSelectionStrategy->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,concepts/StockSelectionStrategy,concepts/StockSelectionStrategy->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,concepts/StreamingAnalysis,concepts/StreamingAnalysis->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,concepts/StreamingAnalysis,concepts/StreamingAnalysis->concepts/ThreeStageAnalysisPipeline:EXTRACTED,,,concepts/ThreeStageAnalysisPipeline,EXTRACTED
#555555,1.0,concepts/StreamingAnalysis,concepts/StreamingAnalysis->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,concepts/StreamingAnalysis,concepts/StreamingAnalysis->concepts/SentimentAnalysis:EXTRACTED,,,concepts/SentimentAnalysis,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/ModelCollapse:EXTRACTED,,,entities/ModelCollapse,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/DeepSeekV3:EXTRACTED,,,entities/DeepSeekV3,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/DeepSeekR1:EXTRACTED,,,entities/DeepSeekR1,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/LLaMA:EXTRACTED,,,entities/LLaMA,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/Microsoft:EXTRACTED,,,entities/Microsoft,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->entities/Phi4:EXTRACTED,,,entities/Phi4,EXTRACTED
#555555,1.0,concepts/SyntheticData,concepts/SyntheticData->concepts/Slop:EXTRACTED,,,concepts/Slop,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->entities/APScheduler:EXTRACTED,,,entities/APScheduler,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->sources/task-scheduler-and-infrastructure:EXTRACTED,,,sources/task-scheduler-and-infrastructure,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,concepts/TaskScheduling,concepts/TaskScheduling->entities/Prometheus:EXTRACTED,,,entities/Prometheus,EXTRACTED
#555555,1.0,concepts/ThreeStageAnalysisPipeline,concepts/ThreeStageAnalysisPipeline->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,concepts/ThreeStageAnalysisPipeline,concepts/ThreeStageAnalysisPipeline->concepts/MultiAgentCoordinationArchitecture:EXTRACTED,,,concepts/MultiAgentCoordinationArchitecture,EXTRACTED
#555555,1.0,concepts/ThreeStageAnalysisPipeline,concepts/ThreeStageAnalysisPipeline->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,concepts/ThreeStageAnalysisPipeline,concepts/ThreeStageAnalysisPipeline->concepts/DecisionCardValidation:EXTRACTED,,,concepts/DecisionCardValidation,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->sources/attention-is-all-you-need:EXTRACTED,,,sources/attention-is-all-you-need,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/Vaswani:EXTRACTED,,,entities/Vaswani,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/Google:EXTRACTED,,,entities/Google,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->concepts/AttentionMechanism:EXTRACTED,,,concepts/AttentionMechanism,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/BERT:EXTRACTED,,,entities/BERT,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/GPT:EXTRACTED,,,entities/GPT,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/LLaMA:EXTRACTED,,,entities/LLaMA,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/T5:EXTRACTED,,,entities/T5,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->entities/OpenAI:EXTRACTED,,,entities/OpenAI,EXTRACTED
#555555,1.0,concepts/Transformer,concepts/Transformer->concepts/StateSpaceModels:EXTRACTED,,,concepts/StateSpaceModels,EXTRACTED
#555555,1.0,concepts/TrendTracking,concepts/TrendTracking->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,concepts/TrendTracking,concepts/TrendTracking->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,concepts/TrendTracking,concepts/TrendTracking->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,concepts/TrendTracking,concepts/TrendTracking->entities/TechnicalAnalysis:EXTRACTED,,,entities/TechnicalAnalysis,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->sources/user-profile-system:EXTRACTED,,,sources/user-profile-system,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->concepts/StockSelectionStrategy:EXTRACTED,,,concepts/StockSelectionStrategy,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->concepts/QuantitativeAnalysis:EXTRACTED,,,concepts/QuantitativeAnalysis,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->entities/QuantitativeAnalysis:EXTRACTED,,,entities/QuantitativeAnalysis,EXTRACTED
#555555,1.0,concepts/UserProfiling,concepts/UserProfiling->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->concepts/GrowthStrategy:EXTRACTED,,,concepts/GrowthStrategy,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->entities/GrowthStrategy:EXTRACTED,,,entities/GrowthStrategy,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->concepts/QualityStrategy:EXTRACTED,,,concepts/QualityStrategy,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->entities/QualityStrategy:EXTRACTED,,,entities/QualityStrategy,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->concepts/HighDividendLowVol:EXTRACTED,,,concepts/HighDividendLowVol,EXTRACTED
#555555,1.0,concepts/ValueStrategy,concepts/ValueStrategy->entities/HighDividendLowVol:EXTRACTED,,,entities/HighDividendLowVol,EXTRACTED
#555555,1.0,concepts/VolumePriceBreakout,concepts/VolumePriceBreakout->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,concepts/VolumePriceBreakout,concepts/VolumePriceBreakout->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,concepts/VolumePriceBreakout,concepts/VolumePriceBreakout->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,concepts/VolumePriceBreakout,concepts/VolumePriceBreakout->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,concepts/VolumePriceBreakout,concepts/VolumePriceBreakout->entities/TechnicalAnalysis:EXTRACTED,,,entities/TechnicalAnalysis,EXTRACTED
#555555,1.0,concepts/分层降级策略,concepts/分层降级策略->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,concepts/分层降级策略,concepts/分层降级策略->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,concepts/分层降级策略,concepts/分层降级策略->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,concepts/分层降级策略,concepts/分层降级策略->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,concepts/多层缓存策略,concepts/多层缓存策略->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,concepts/多层缓存策略,concepts/多层缓存策略->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,concepts/多层缓存策略,concepts/多层缓存策略->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,concepts/多层缓存策略,concepts/多层缓存策略->entities/PostgreSQL:EXTRACTED,,,entities/PostgreSQL,EXTRACTED
#555555,1.0,concepts/多层缓存策略,concepts/多层缓存策略->entities/大盘云图双表机制:EXTRACTED,,,entities/大盘云图双表机制,EXTRACTED
#555555,1.0,concepts/实时价格获取,concepts/实时价格获取->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,concepts/实时价格获取,concepts/实时价格获取->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,concepts/实时价格获取,concepts/实时价格获取->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,concepts/技术指标告警,concepts/技术指标告警->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,concepts/技术指标告警,concepts/技术指标告警->entities/AI智能盯盘:EXTRACTED,,,entities/AI智能盯盘,EXTRACTED
#555555,1.0,concepts/混合AI优化模型,concepts/混合AI优化模型->entities/DeepLearning:EXTRACTED,,,entities/DeepLearning,EXTRACTED
#555555,1.0,concepts/混合AI优化模型,concepts/混合AI优化模型->entities/GeneticAlgorithm:EXTRACTED,,,entities/GeneticAlgorithm,EXTRACTED
#555555,1.0,concepts/混合AI优化模型,concepts/混合AI优化模型->entities/慧公寓管理系统:EXTRACTED,,,entities/慧公寓管理系统,EXTRACTED
#555555,1.0,concepts/混合AI优化模型,concepts/混合AI优化模型->concepts/SelfImprovingAI:EXTRACTED,,,concepts/SelfImprovingAI,EXTRACTED
#555555,1.0,concepts/预警规则组合,concepts/预警规则组合->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,concepts/预警规则组合,concepts/预警规则组合->entities/风险预警:EXTRACTED,,,entities/风险预警,EXTRACTED
#555555,1.0,entities/AIRequestOptimizer,entities/AIRequestOptimizer->entities/AsyncClientPool:EXTRACTED,,,entities/AsyncClientPool,EXTRACTED
#555555,1.0,entities/AIRequestOptimizer,entities/AIRequestOptimizer->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,entities/AIRequestOptimizer,entities/AIRequestOptimizer->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/AIRequestOptimizer,entities/AIRequestOptimizer->entities/RateLimiting:EXTRACTED,,,entities/RateLimiting,EXTRACTED
#555555,1.0,entities/AI智能盯盘,entities/AI智能盯盘->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,entities/AKShare,entities/AKShare->sources/longhubang-analysis-system:EXTRACTED,,,sources/longhubang-analysis-system,EXTRACTED
#555555,1.0,entities/AKShare,entities/AKShare->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/AKShare,entities/AKShare->entities/A股市场:EXTRACTED,,,entities/A股市场,EXTRACTED
#555555,1.0,entities/AlipayProvider,entities/AlipayProvider->sources/subscription-payment-system:EXTRACTED,,,sources/subscription-payment-system,EXTRACTED
#555555,1.0,entities/AlipayProvider,entities/AlipayProvider->entities/PaymentFactory:EXTRACTED,,,entities/PaymentFactory,EXTRACTED
#555555,1.0,entities/AlipayProvider,entities/AlipayProvider->entities/BasePaymentProvider:EXTRACTED,,,entities/BasePaymentProvider,EXTRACTED
#555555,1.0,entities/AmandaAskell,entities/AmandaAskell->entities/Anthropic:EXTRACTED,,,entities/Anthropic,EXTRACTED
#555555,1.0,entities/AmandaAskell,entities/AmandaAskell->entities/Claude:EXTRACTED,,,entities/Claude,EXTRACTED
#555555,1.0,entities/AmandaAskell,entities/AmandaAskell->entities/Evaluation:EXTRACTED,,,entities/Evaluation,EXTRACTED
#555555,1.0,entities/Anthropic,entities/Anthropic->entities/Claude:EXTRACTED,,,entities/Claude,EXTRACTED
#555555,1.0,entities/Anthropic,entities/Anthropic->entities/SimonWillison:EXTRACTED,,,entities/SimonWillison,EXTRACTED
#555555,1.0,entities/Anthropic,entities/Anthropic->entities/ClaudeArtifacts:EXTRACTED,,,entities/ClaudeArtifacts,EXTRACTED
#555555,1.0,entities/Anthropic,entities/Anthropic->entities/AmandaAskell:EXTRACTED,,,entities/AmandaAskell,EXTRACTED
#555555,1.0,entities/Anthropic,entities/Anthropic->concepts/AIAlignment:EXTRACTED,,,concepts/AIAlignment,EXTRACTED
#555555,1.0,entities/Apple,entities/Apple->entities/AppleIntelligence:EXTRACTED,,,entities/AppleIntelligence,EXTRACTED
#555555,1.0,entities/Apple,entities/Apple->entities/SimonWillison:EXTRACTED,,,entities/SimonWillison,EXTRACTED
#555555,1.0,entities/Apple,entities/Apple->entities/MLXvlm:EXTRACTED,,,entities/MLXvlm,EXTRACTED
#555555,1.0,entities/Apple,entities/Apple->entities/LLaMA:EXTRACTED,,,entities/LLaMA,EXTRACTED
